,English,Spanish
6300,"Throughout this conference, ladies and gentlemen, it is not only the status of the negotiators which is important, but the quality of what they will be saying.","Durante toda esta Conferencia, Señorías, no es sólo el estatuto de los negociadores lo importante, es la calidad de lo que digan."
6301,"Likewise, we cannot simply record the rise in xenophobic feelings in Europe and the increasingly common discrimination without taking wide-ranging action. The laws against racism must be harmonised.","De la misma manera, nosotros no podemos conformarnos con constatar el incremento de las corrientes xenófobas en Europa, la trivialización de las discriminaciones, sin adoptar medidas de envergadura."
6302,"But while the Commission must ensure that it respects the Treaty and the Financial Regulation in the transitional phase, this must not be an excuse for inertia.",Pero mientras la Comisión debe garantizar que respeta el Tratado y el Reglamento financiero durante la fase de transición esto no debe constituir una excusa para la inercia.
6303,"The Council hopes to achieve good quality groundwater within 16 years, but the Commission wants no further deterioration in the chemical status of groundwater so that good quality groundwater can be achieved in 10 years.","El Consejo espera llegar a un buen estado de las aguas subterráneas al cabo de un plazo de 16 años, pero la Comisión se propone poner fin a la deterioración del estado químico cualitativo de las aguas subterráneas para alcanzar el nivel de buen estado de las aguas subterráneas en un plazo de 10 años."
6304,Naturally the Court will be able to give its considered opinion on the proposed changes to the Financial Regulation but it is useful to recall Mr Karlsson' s comments to this House last month.,"Naturalmente, el Tribunal de Cuentas podrá dar su apreciada opinión sobre los cambios propuestos para el reglamento Financiero pero resulta útil recordar los comentarios realizados a esta Asamblea el mes pasado por Sr. Karlsson."
6305,That is what I should like to say by way of introduction.,Quisiera decir esto como introducción.
6306,"Mr President, Commissioner Byrne, under Directive 70/524, high-technology additives are treated differently, depending on the date of authorisation.",". (DE) Señor Presidente, señor Comisario Byrne, la Directiva 70/524 dispone actualmente un trato diferenciado de los aditivos de alta tecnología en cuanto a la sustitución de las autorizaciones vigentes."
6307,"It promotes mobility, and it opens the doors of culture to the socially disadvantaged and excluded.",El programa fomenta la movilidad y abre las puertas de la cultura a los socialmente desfavorecidos y excluidos.
6308,This would be at the expense of legal certainty within industry.,Y esto iría en detrimento de la seguridad jurídica de las empresas privadas.
6309,The emphasis should have been placed on the rejection of any policy of handouts and instead on the development of initiative and responsibility.,"Debería haberse hecho hincapié en el rechazo de cualquier política de asistencia y, al contrario, en la puesta en valor de la iniciativa y de la responsabilidad."
6310,"However, we are not surrendering this weapon without placing a time bomb in its place.","Sin embargo, no cedemos el control de esta arma sin colocar una bomba de efecto retardado."
6311,The only merit of this directive is that it looks to the future.,El único mérito de esta directiva consiste en prever el futuro.
6312,I welcome Commissioner Barnier and the Portuguese Presidency here this afternoon.,Doy la bienvenida aquí esta tarde al Comisario Barnier y a la Presidencia portuguesa.
6313,This is a place where we share the same values and where each and one of us also have our own task and responsibility.,Ese es un ámbito en el que compartimos los mismos valores y en el que cada uno debe asumir su tarea y su responsabilidad.
6314,The first is asylum.,El primero es el asilo.
6315,"In taking over the mandate, the new Commission has to assume responsibility not just for the achievements of the past but also for the mistakes made.","A partir del momento en que asume el cargo, la Comisión debe asumir la responsabilidad de los aciertos, pero también de los fallos en su actividad en el pasado."
6316,"Our Group emphasises the importance of the principle of subsidiarity, the responsibility of Member States and the role of local players in drafting and implementing programmes.",Nuestro Grupo destaca el principio de subsidiariedad: la responsabilidad de los Estados miembros y la importancia de los agentes locales en la elaboración y ejecución de los programas.
6317,"We need this at European level and internationally; we need something like a TÜV, an organisation that undertakes technical testing of motor vehicles in Germany, which is compulsory every two years.","Necesitamos dicha inspección a escala europea y también a escala internacional, como una ITV, como la inspección técnica de vehículos, que en Alemania se debe pasar cada dos años."
