,English,German
4886,My third point has also been mentioned already.,Der dritte Punkt wurde auch schon erwähnt.
4887,"It operates too slowly, and it therefore stands to reason that the developing countries should have said yes to the new system of the future, because this will operate more flexibly.","Ich halte es für zu langsam. Daher ist es verständlich, daß die Entwicklungsländer das neue System begrüßen, da es flexibler sein wird."
4888,Whistle-blowers who act in good faith must be protected.,"Informanten, die in gutem Glauben handeln, müssen geschützt werden."
4889,There are approximately thirteen million third-country subjects who reside within European territory.,In Europa leben ungefähr 13 Millionen Drittstaatenangehörige.
4890,"In this House, in the past, large-scale debates have taken place on major strategic options which the Commission, under its power of initiative, launched, not as experiments, but as proposals which then made varying degrees of progress, but in any case did contribute to the integration and development of the European Union.","Im Plenum dieses Parlaments haben wir in der Vergangenheit große Diskussionen über wichtige strategische Optionen geführt, welche die Kommission kraft ihres Initiativrechts - eher versuchsweise - als Vorschläge auf den Weg brachte, die sich dann mehr oder weniger durchsetzten, doch immerhin zur Integration und zur Weiterentwicklung der Europäischen Union beitrugen."
4891,It is high time that we reached an agreement.,"Es war an der Zeit, sich endlich zu einigen."
4892,"For similar reasons, we have voted in favour of paragraph 14 which, with the oral amendment, dealt with certain very justifiable concerns about the question of subsidiarity, since political rights, not just voting in local elections, but political rights in general terms, form part of the sovereignty of Member States.","Aus gleichgelagerten Gründen haben wir für den Absatz 14 gestimmt, wo mit dem mündlichen Änderungsantrag bestimmten und zutiefst gerechtfertigten Besorgnissen zu einem Problem der Subsidiarität Rechnung getragen wurde, da es die politischen Rechte sind, nicht mehr die Stimme bei den Kommunalwahlen, sondern die politischen Rechte ganz allgemein, die Bestandteil der Souveränität der Mitgliedstaaten sind."
4893,But what would we do if we knew in December that Christmas was in thirty years' time.,"Aber was wäre, wenn wir im Dezember wissen würden, in dreißig Jahren wäre Weihnachten?"
4894,I shall deal with each of the individual amendments separately.,Ich werde auf jeden Änderungsantrag einzeln eingehen.
4895,"I would just like to clarify that we will only be talking about the other items on this agenda today, and not about the Geneva Convention.","Ich möchte nur klarstellen, daß es heute nur um die anderen Punkte dieser Tagesordnung geht, nicht um den 50. Jahrestag der Genfer Konvention."
4896,This first step is so important because of this model function.,Wegen dieses Modellcharakters ist dieser erste Schritt so bedeutsam.
4897,"In one of the worst accidents to have occurred recently, the goods being transported were not dangerous in themselves.",Bei einem der großen Unfälle in jüngster Zeit war nicht die Ladung an sich gefährlich.
4898,"""We do not have the wherewithal for that,"" they said.","Dafür haben wir keine Mittel und keine Möglichkeiten, hieß es."
4899,"In essence, FYROM is a miniature version of the former Yugoslavia, regardless of where one or another minority holds supremacy.","Die FYROM ist eigentlich das ehemalige Jugoslawien im Kleinformat - unabhängig davon, wo die eine oder andere Minderheit stärker vertreten ist."
4900,That is excellent news!,Das ist was Tolles!
4901,"In any case, the Commission' s proposal refers back to old proposals that were put forward as long ago as the fifties and sixties.","Im übrigen kommt die Kommission mit ihrem Vorschlag wieder auf alte Vorschläge zurück, die schon einmal in den fünfziger und sechziger Jahren unterbreitet wurden."
4902,"I would also like to highlight the work carried out by the rapporteur, Mr Rapkay, who has dissected this dense and comprehensive text in such a concise way.","Ich möchte auch die vom Berichterstatter, Herrn Rapkay, geleistete Arbeit hervorheben, der einen derart kompakten und umfangreichen Text wie diesen so prägnant analysiert hat."
4903,"Scientists will be employed in-house but it will also be necessary to liaise with scientists on a consultative basis and, in those circumstances, as scientists will have to travel, it is probably better that they move to a central location, once again where the parliamentary structures and the Commission and Council are based.","Die Behörde wird eigene Wissenschaftler beschäftigen, aber es wird auch nötig sein, Wissenschaftler von außerhalb zu konsultieren, und unter diesen Umständen, da die Wissenschaftler ja reisen müssen, wäre es sicher günstiger, einen zentralen Standort zu wählen, der sich in unmittelbarer Nähe der Parlamentsstrukturen, der Kommission und des Rates befindet."
4904,"Of course, this cannot be done in one country; it cannot be done within the single currency area, but it could be done at international level with global cooperation.","Natürlich kann dies weder ein einzelnes Land noch die Währungsunion erreichen, es ist jedoch auf internationaler Ebene und durch weltweite Zusammenarbeit möglich."
4905,"In short, Commissioner, I would therefore like to know whether in this case, the precautionary principle as you understand it, would in any case, require the product to be taken off the market, until such time as another laboratory provides evidence to the contrary.","Ich möchte deshalb wissen, ob letztendlich in diesem Fall das Vorsorgeprinzip, wie Sie es verstehen, Frau Kommissarin, beinhalten würde, daß das Produkt jedenfalls so lange aus dem Handel genommen wird, bis andere Labors einen Gegenbeweis erbracht haben."
4906,"Nevertheless, we cannot deny that some positive political progress has been made in the Middle East of late.",Trotzdem haben sich in letzter Zeit positive politische Entwicklungen im Nahen Osten abgezeichnet.
4907,"That makes it a question of health, not just approximating laws, which is why we in the Committee on Agriculture take the view that the legal base - Article 37 - is not admissible here and that the Commission should submit its proposal to us on the basis of Article 152, that is to say with codecision by Parliament.","Hier geht es um Gesundheit und nicht um eine einfache Rechtsangleichung. Deswegen sind wir vom Agrarausschuß der Ansicht, daß die Rechtsgrundlage - Artikel 37 - hier nicht zulässig ist, sondern daß die Kommission uns eine Rechtsgrundlage auf Artikel 152, d. h. Mitentscheidung des Parlaments, vorschlagen muß."
4908,Perhaps with more dialogue and explanation we can overcome some of that.,"Vielleicht gelingt es uns, einige dieser Ängste durch mehr Dialog und mehr Erklärungen abzubauen."
4909,The Commission wholeheartedly agrees with the rapporteur that this is an unacceptable situation,"Die Kommission stimmt der Berichterstatterin voll zu, daß diese Situation nicht akzeptabel ist."
4910,"It is as if the Council had more than one face and two hands and what one signs up to, the other begrudges.","Es ist, als hätte der Rat mehr als ein Gesicht und zwei Hände, und was die eine unterzeichnet und erklärt, verdreht die andere."
4911,"Basically, the more we lose our grip on morals, the more we tighten our grip on our wallet.","Je lockerer man mit den Sitten umgeht, desto stärker hält man die Hand auf der Brieftasche."
4912,"The new initiative will continue to pursue these goals by reinforcing them, while particularly promoting equal opportunities between men and women and integrating socially marginalised and disadvantaged groups.","Mit der neuen Initiative werden diese Ziele verstärkt fortgeführt, wobei insbesondere die Förderung der Chancengleichheit von Männern und Frauen sowie die Integration der sozial ausgegrenzten und benachteiligten Gruppen im Vordergrund stehen."
4913,I am convinced that the four other countries are wondering what is going to happen.,"Ich bin davon überzeugt, daß sich die anderen vier Länder fragen: Was wird geschehen?"
4914,"Firstly, no attempt is being made to change the system in Denmark or in any other country.","Es besteht nicht im mindesten die Absicht, das in Dänemark oder irgendeinem anderen Land geltende System zu ändern."
4915,"However, if your response was to be that we should turn to ""Mr CFSP"" , that is, to Mr Solana, then I fear that this would constitute a one-sided approach to an external policy matter.","Wenn die Antwort von Ihnen aber heißt, wir sollen uns an den ""Mister Gasp "" wenden, also an Herrn Solana, dann befürchte ich, daß das eine einseitige Orientierung beim Thema Außenpolitik ist."
4916,"I regard this as absolutely unacceptable and would ask you to contact the British authorities in order to ensure that this does not happen again and that Mrs Lucas receives an apology. I have written to you in this respect together with my colleague, Mrs Hautala.","Ich möchte Sie daher bitten - ich habe Ihnen im übrigen auch bereits zusammen mit meiner Kollegin Hautala ein entsprechendes Schreiben übermittelt -, bei den britischen Behörden darauf zu dringen, daß sich solche Vorfälle nicht wiederholen und daß man sich bei Frau Lucas entschuldigt."
