,English,Dutch
5498,"That is the reason why, while accepting its spirit, we would ask that Amendment No 1 be worded differently - and we have sent a note to Mr Brok in this respect - so that it does not imply conditionality in the provision of Community resources.",Om die reden zouden we willen vragen amendement 1 zodanig te herformuleren dat het vrijgeven van communautaire steun niet meer aan voorwaarden is verbonden. Wij hebben al een schrijven van die strekking aan de heer Brok doen toekomen.
5499,"The INTERREG initiative must include eligible areas with special emphasis on border areas, islands and both mountain and non-mountain areas, such as the prefecture of Arta in Greece, whose omission from Annex I of the Commission' s communication is ill-considered.","Het INTERREG-initiatief moet ervoor zorgen dat de steun met name wordt verstrekt voor grensgebieden, eilanden, berggebieden en niet-berggebieden, zoals het departement Arta in Griekenland, dat ten onrechte werd uitgesloten van bijlage I van de mededeling van de Commissie."
5500,"In this you mentioned what I would refer to as the possibilities of protecting the EU Treaty against any risks of deviation and, in particular, the variation of penalties which may be imposed on a Member State, pursuant to Article 7, for the violation of fundamental freedoms.",Ik doel met name op een diversificatie van de strafmaatregelen die wegens het schenden van de grondrechten tegen een lidstaat kunnen worden uitgevaardigd op grond van artikel 7.
5501,How can the Commission ensure that this sort of development financed through the Structural Funds does not conflict with the nature conservation needs of the area?,"Hoe kan de Commissie ervoor zorgen dat deze soort van ontwikkeling, die wordt gefinancierd uit de structuurfondsen, niet botst met de natuurbeschermingsbehoeften van het gebied?"
5502,I hope that the Portuguese Presidency - and I add my compliments to those already offered - can convey Parliament' s message and convey the result of our mediation work on Saint Valentine' s day.,Ik hoop dat het Portugese voorzitterschap - en ik sluit me aan bij degenen die het hebben gecomplimenteerd - dit standpunt van het Parlement en de resultaten van onze compromiswerkzaamheden zal overbrengen aan de conferentie.
5503,We are all therefore duty-bound to seek to match our policies better to this objective of achieving greater stability and greater balance in the various parts of our planet.,"Daardoor worden de internationale stabiliteit en de vrede in gevaar gebracht, wat ons allen de door ons geweten ingefluisterde plicht geeft te trachten ons beleid beter af te stemmen op het streven naar meer stabiliteit en evenwicht tussen de verschillende gebieden van onze planeet."
5504,"They have either been accepted or transposed with no change in the substance, or they have been rejected because the corresponding European arrangements have not been included, for example a system of penalties for violations of the rules or a complex classification structure for related groups of questions.","Ze zijn overgenomen, volledig of mutatis mutandis, of ze zijn overbodig geworden doordat de bepalingen in de tekst waar ze naar verwezen geschrapt zijn, zoals een stelsel van sancties bij overtredingen, of een ingewikkelde koppeling van categorieën van onderwerpen."
5505,"Firstly, we think that the time-frame for implementing the proposed measures should be shorter than that proposed by the Council.",Ten eerste vinden wij dat er minder tijd moet worden uitgetrokken voor de tenuitvoerlegging van de maatregelen dan wat de Raad heeft voorgesteld.
5506,I do not think there is any difference between us and the Ombudsman.,Volgens mij is er geen verschil van benadering tussen de ombudsman en ons.
5507,"The issues that are really affected by lack of coherence are in areas such agriculture, trade, environment and biodiversity, but herein lies the real problem: these are the highly sensitive areas of policy within the European Union as a whole and in this Parliament in particular.","Het gebrek aan beleidssamenhang heeft echter ook duidelijk nadelige gevolgen voor met name de landbouw, de handel, het milieu en de biodiversiteit. Hierin schuilt echter gelijk ook het probleem: dit zijn namelijk zeer gevoelige beleidssectoren in de Europese Unie in haar geheel en in dit Parlement in het bijzonder."
5508,The resignation marked the end of a bitter struggle between an increasingly confident Parliament and a European Commission mired in allegations of scandal.,"Dit ontslag betekende het einde van een bittere strijd tussen een Parlement dat gaandeweg zelfverzekerder werd, en een Europese Commissie die aan het wegzakken was in een moeras van schandalen."
5509,"In the light of this sympathy, I would like to continue my response as follows.",In het licht van dat begrip zou ik mijn antwoord als volgt willen voortzetten.
5510,"Instead of prematurely condemning the FPÖ and the Austrian Government which is being formed, there should first be a critical examination and assessment of the governmental declaration and the party programme and policies of the coalition.","In plaats van vooroordelen te vellen over de Oostenrijkse Vrijheidspartij FPÖ en de regering die in Oostenrijk gevormd wordt, hoort zij eerst de regeringsverklaring, het partijprogramma en het beleid van de coalitie af te wachten en aan een kritisch onderzoek te onderwerpen."
5511,I feel an amendment of this type is essential to prevent the sort of administrative unwieldiness which too often acts as a brake on the proper application of new conditions.,Die wijziging lijkt mij onontbeerlijk om de administratieve rompslomp te voorkomen die de vlotte toepassing van nieuwe bepalingen maar al te vaak bemoeilijkt.
5512,"In the field of judicial cooperation, the Commission presented proposals for regulations aimed at the ""communitisation"" of certain conventions. These were the convention on judicial cooperation and the enforcement of judgements in civil and commercial matters (Brussels I), the convention on jurisdiction, recognition and enforcement of judgements in matrimonial matters (Brussels II), and a third convention concerning the service of judicial and extrajudicial documents in civil or commercial matters.","Op het vlak van justitiële samenwerking diende de Commissie een reeks voorstellen voor een verordening in met het oog op de communautarisering van een aantal verdragen: wij dienden een voorstel in voor een verordening betreffende justitiële samenwerking en de tenuitvoerlegging van rechterlijke beslissingen in het burgerlijk en handelsrecht (Brussel I), een voorstel voor een verordening betreffende de bevoegdheid en de erkenning en tenuitvoerlegging van beslissingen in huwelijkszaken (Brussel II), en een voorstel voor een verordening betreffende dagvaarding en de bekendmaking van rechterlijke en buitengerechtelijke beslissingen in het burgerlijk en handelsrecht."
5513,"It may well be easy enough to change the Commission' s organisation chart but it is a different matter when it comes to the legal texts, particularly those relating to budgetary discipline.","Het organigram van de Commissie kan gemakkelijk gewijzigd worden, maar het is veel moeilijker de juridische teksten te veranderen, meer in het bijzonder het Financieel Reglement."
5514,"We must attempt to avoid that and establish the structures so as to ensure that there is a proper dissemination of information between scientists, that there is full consultation and discussion and that the authority at Community level has the opportunity and is mandated to seek the advice and opinion of independent scientists in all Member States and indeed maybe even beyond, where experts are to be found elsewhere.","We moeten zoiets proberen te vermijden door de juiste structuren op poten te zetten. Met die structuren moeten we zorgen voor een deugdelijke informatieverspreiding onder wetenschappers, voor uitgebreid overleg en een ruime discussie, en moeten we het Europees bureau de gelegenheid en de bevoegdheid geven om advies in te winnen van onafhankelijke wetenschappers uit alle lidstaten en misschien zelfs wel daarbuiten, mocht dat nodig zijn."
